codigo_ibge,descricao,gramas,padrao
6602301-99,copo medio,100,false
6602301-99,grama,1,true
6602301-99,porcao,90,false
6602301-99,quilo,1000,false
6602301-99,unidade,3.3,false
6602401-99,grama,1,true
6602401-99,pacote,100,false
6602401-99,pedaco,40,false
6602401-99,quilo,1000,false
6602401-99,unidade,40,false
6602601-99,copo medio,100,false
6602601-99,grama,1,true
6602601-99,quilo,1000,false
6700101-99,colher de arroz/servir,16,false
6700101-99,colher de cha,2,false
6700101-99,colher de sobremesa,4,false
6700101-99,colher de sopa,8,false
6700101-99,concha,32,false
6700101-99,escumadeira,16,false
6700101-99,folha,10,false
6700101-99,garfada,8,false
6700101-99,grama,1,true
6700101-99,maco,200,false
6700101-99,metade,100,false
6700101-99,pegador,8,false
6700101-99,pires,20,false
6700101-99,porcao,27,false
6700101-99,prato de sobremesa,30,false
6700101-99,prato fundo,60,false
6700101-99,prato raso,50,false
6700101-99,quilo,1000,false
6700101-99,tigela,20,false
6700101-99,unidade,200,false
6700101-99,unidade pequena,130,false
6700201-7,grama,1,true
6700201-7,porcao,42,false
6700201-7,quilo,1000,false
6700301-1,colher de sopa,45,false
6700301-1,concha,136,false
6700301-1,escumadeira,136,false
6700301-1,folha,12,false
6700301-1,grama,1,true
6700301-1,pegador,45,false
6700301-1,porcao,42,false
6700301-1,prato raso,24,false
6700301-1,quilo,1000,false
6700301-2,colher de arroz/servir,94,false
6700301-2,colher de sopa,45,false
6700301-2,grama,1,true
6700301-2,porcao,42,false
6700301-2,quilo,1000,false
6700301-7,colher de arroz/servir,94,false
6700301-7,folha,12,false
6700301-7,grama,1,true
6700301-7,pegador,45,false
6700301-7,pires,20,false
6700301-7,porcao,42,false
6700301-7,quilo,1000,false
6700301-12,grama,1,true
6700301-12,porcao,42,false
6700301-12,quilo,1000,false
6700304-99,colher de sopa,45,false
6700304-99,folha,12,false
6700304-99,garfada,13,false
6700304-99,grama,1,true
6700304-99,pegador,13,false
6700304-99,porcao,27,false
6700304-99,quilo,1000,false
6700501-1,colher de arroz/servir,42,false
6700501-1,colher de cha,5,false
6700501-1,colher de sopa,20,false
6700501-1,concha,84,false
6700501-1,escumadeira,42,false
6700501-1,folha,20,false
6700501-1,garfada,20,false
6700501-1,grama,1,true
6700501-1,pegador,20,false
6700501-1,porcao,42,false
6700501-1,prato de sobremesa,120,false
6700501-1,prato raso,120,false
6700501-1,quilo,1000,false
6700501-1,tigela,84,false
6700501-2,colher de arroz/servir,42,false
6700501-2,colher de sobremesa,10,false
6700501-2,colher de sopa,20,false
6700501-2,concha,84,false
6700501-2,escumadeira,42,false
6700501-2,folha,25,false
6700501-2,garfada,20,false
6700501-2,grama,1,true
6700501-2,pegador,20,false
6700501-2,porcao,42,false
6700501-2,prato de sobremesa,120,false
6700501-2,quilo,1000,false
6700501-5,colher de arroz/servir,42,false
6700501-5,colher de sopa,20,false
6700501-5,grama,1,true
6700501-5,porcao,42,false
6700501-5,quilo,1000,false
6700501-7,colher de arroz/servir,42,false
6700501-7,colher de cha,5,false
6700501-7,colher de sobremesa,10,false
6700501-7,colher de sopa,20,false
6700501-7,concha,84,false
6700501-7,escumadeira,42,false
6700501-7,folha,25,false
6700501-7,garfada,20,false
6700501-7,grama,1,true
6700501-7,pegador,20,false
6700501-7,porcao,42,false
6700501-7,prato fundo,120,false
6700501-7,quilo,1000,false
6700501-7,xicara de cha,84,false
6700501-8,grama,1,true
6700501-8,porcao,42,false
6700501-8,quilo,1000,false
6700501-10,colher de sopa,20,false
6700501-10,grama,1,true
6700501-10,pegador,20,false
6700501-10,porcao,42,false
6700501-10,quilo,1000,false
6700501-11,colher de arroz/servir,42,false
6700501-11,grama,1,true
6700501-11,pegador,20,false
6700501-11,porcao,42,false
6700501-11,quilo,1000,false
6700501-12,folha,25,false
6700501-12,grama,1,true
6700501-12,porcao,42,false
6700501-12,quilo,1000,false
6700501-13,colher de arroz/servir,42,false
6700501-13,colher de sopa,20,false
6700501-13,grama,1,true
6700501-13,quilo,1000,false
6700501-14,concha,84,false
6700501-14,grama,1,true
6700501-14,quilo,1000,false
6700501-99,folha,25,false
6700501-99,grama,1,true
6700501-99,porcao,42,false
6700501-99,quilo,1000,false
6700601-1,colher de arroz/servir,50,false
6700601-1,colher de sopa,25,false
6700601-1,escumadeira,50,false
6700601-1,grama,1,true
6700601-1,pedaco,60,false
6700601-1,pegador,25,false
6700601-1,porcao,69,false
6700601-1,quilo,1000,false
6700601-1,ramo,60,false
6700601-1,unidade,60,false
6700601-2,colher de arroz/servir,50,false
6700601-2,colher de sobremesa,12.5,false
6700601-2,colher de sopa,25,false
6700601-2,concha,100,false
6700601-2,escumadeira,50,false
6700601-2,grama,1,true
6700601-2,pedaco,60,false
6700601-2,pegador,25,false
6700601-2,pires,50,false
6700601-2,porcao,69,false
6700601-2,prato de sobremesa,100,false
6700601-2,quilo,1000,false
6700601-2,ramo,60,false
6700601-2,unidade,60,false
6700601-2,unidade pequena,30,false
6700601-5,grama,1,true
6700601-5,porcao,69,false
6700601-5,quilo,1000,false
6700601-6,colher de arroz/servir,50,false
6700601-6,grama,1,true
6700601-6,pedaco,90,false
6700601-6,porcao,69,false
6700601-6,quilo,1000,false
6700601-7,colher de sopa,25,false
6700601-7,escumadeira,50,false
6700601-7,grama,1,true
6700601-7,pedaco,60,false
6700601-7,porcao,69,false
6700601-7,quilo,1000,false
6700601-7,ramo,60,false
6700601-12,grama,1,true
6700601-12,quilo,1000,false
6700601-12,ramo,60,false
6700601-99,colher de sopa,25,false
6700601-99,grama,1,true
6700601-99,porcao,69,false
6700601-99,quilo,1000,false
6700701-1,colher de sopa,25,false
6700701-1,grama,1,true
6700701-1,pegador,25,false
6700701-1,porcao,67,false
6700701-1,quilo,1000,false
6700701-2,colher de arroz/servir,50,false
6700701-2,colher de sopa,25,false
6700701-2,grama,1,true
6700701-2,porcao,67,false
6700701-2,quilo,1000,false
6700701-7,colher de sobremesa,12.5,false
6700701-7,colher de sopa,25,false
6700701-7,escumadeira,50,false
6700701-7,grama,1,true
6700701-7,porcao,67,false
6700701-7,quilo,1000,false
6700701-12,grama,1,true
6700701-12,porcao,67,false
6700701-12,quilo,1000,false
6700701-99,grama,1,true
6700701-99,porcao,67,false
6700701-99,quilo,1000,false
6700801-1,colher de sopa,45,false
6700801-1,folha,10,false
6700801-1,grama,1,true
6700801-1,quilo,1000,false
6700801-2,colher de arroz/servir,75,false
6700801-2,colher de sopa,45,false
6700801-2,grama,1,true
6700801-2,quilo,1000,false
6700801-7,colher de arroz/servir,75,false
6700801-7,colher de cha,11.3,false
6700801-7,colher de sopa,45,false
6700801-7,folha,10,false
6700801-7,grama,1,true
6700801-7,porcao,42,false
6700801-7,quilo,1000,false
6700801-99,colher de sobremesa,12.5,false
6700801-99,grama,1,true
6700801-99,porcao,42,false
6700801-99,quilo,1000,false
6700901-1,colher de arroz/servir,25,false
6700901-1,colher de cha,2.5,false
6700901-1,colher de sobremesa,5,false
6700901-1,colher de sopa,10,false
6700901-1,concha,50,false
6700901-1,cumbuca,100,false
6700901-1,escumadeira,25,false
6700901-1,folha,26,false
6700901-1,garfada,10,false
6700901-1,grama,1,true
6700901-1,pegador,10,false
6700901-1,pires,100,false
6700901-1,porcao,60,false
6700901-1,prato fundo,200,false
6700901-1,prato raso,150,false
6700901-1,quilo,1000,false
6700901-1,taca,100,false
6700901-1,tigela,100,false
6700901-2,colher de arroz/servir,45,false
6700901-2,colher de sobremesa,5,false
6700901-2,colher de sopa,20,false
6700901-2,concha,50,false
6700901-2,escumadeira,45,false
6700901-2,folha,26,false
6700901-2,garfada,10,false
6700901-2,grama,1,true
6700901-2,pegador,20,false
6700901-2,porcao,75,false
6700901-2,quilo,1000,false
6700901-5,colher de arroz/servir,45,false
6700901-5,colher de sopa,20,false
6700901-5,grama,1,true
6700901-5,quilo,1000,false
6700901-7,colher de arroz/servir,45,false
6700901-7,colher de cha,2.5,false
6700901-7,colher de sobremesa,5,false
6700901-7,colher de sopa,20,false
6700901-7,concha,50,false
6700901-7,escumadeira,45,false
6700901-7,grama,1,true
6700901-7,pegador,18,false
6700901-7,porcao,75,false
6700901-7,prato de sobremesa,150,false
6700901-7,prato raso,150,false
6700901-7,quilo,1000,false
6700901-9,colher de sopa,20,false
6700901-9,grama,1,true
6700901-9,quilo,1000,false
6700901-10,colher de arroz/servir,45,false
6700901-10,grama,1,true
6700901-10,quilo,1000,false
6700901-12,colher de arroz/servir,45,false
6700901-12,colher de sopa,20,false
6700901-12,escumadeira,45,false
6700901-12,garfada,10,false
6700901-12,grama,1,true
6700901-12,pegador,18,false
6700901-12,porcao,75,false
6700901-12,quilo,1000,false
6700901-13,colher de arroz/servir,45,false
6700901-13,colher de sopa,20,false
6700901-13,grama,1,true
6700901-13,porcao,75,false
6700901-13,quilo,1000,false
6700901-15,colher de sopa,20,false
6700901-15,concha,130,false
6700901-15,grama,1,true
6700901-15,quilo,1000,false
6700901-99,colher de arroz/servir,45,false
6700901-99,colher de sopa,20,false
6700901-99,grama,1,true
6700901-99,prato raso,150,false
6700901-99,quilo,1000,false
6701101-99,colher de sopa,2.3,false
6701101-99,grama,1,true
6701101-99,quilo,1000,false
6701101-99,ramo,6.2,false
6701301-1,colher de arroz/servir,50,false
6701301-1,colher de sopa,7,false
6701301-1,folha,5,false
6701301-1,garfada,30,false
6701301-1,grama,1,true
6701301-1,maco,5,false
6701301-1,pegador,7,false
6701301-1,pires,10,false
6701301-1,porcao,37.5,false
6701301-1,prato fundo,80,false
6701301-1,prato raso,80,false
6701301-1,quilo,1000,false
6701301-1,ramo,5,false
6701301-2,colher de arroz/servir,50,false
6701301-2,grama,1,true
6701301-2,porcao,37.5,false
6701301-2,quilo,1000,false
6701301-2,ramo,5,false
6701301-12,grama,1,true
6701301-12,porcao,37.5,false
6701301-12,quilo,1000,false
6701301-13,colher de arroz/servir,50,false
6701301-13,escumadeira,75,false
6701301-13,grama,1,true
6701301-13,quilo,1000,false
6701301-99,folha,5,false
6701301-99,grama,1,true
6701301-99,quilo,1000,false
6701401-1,colher de arroz/servir,46.6,false
6701401-1,grama,1,true
6701401-1,porcao,42,false
6701401-1,quilo,1000,false
6701401-2,colher de sopa,20,false
6701401-2,grama,1,true
6701401-2,pegador,23.3,false
6701401-2,porcao,42,false
6701401-2,quilo,1000,false
6701401-7,colher de arroz/servir,46.6,false
6701401-7,colher de sopa,20,false
6701401-7,escumadeira,46.6,false
6701401-7,garfada,23.3,false
6701401-7,grama,1,true
6701401-7,porcao,42,false
6701401-7,quilo,1000,false
6701501-1,colher de arroz/servir,10,false
6701501-1,colher de sopa,6,false
6701501-1,folha,10,false
6701501-1,garfada,6,false
6701501-1,grama,1,true
6701501-1,pegador,6,false
6701501-1,pires,60,false
6701501-1,porcao,60,false
6701501-1,prato fundo,60,false
6701501-1,quilo,1000,false
6701501-2,colher de arroz/servir,10,false
6701501-2,colher de sopa,6,false
6701501-2,grama,1,true
6701501-2,pegador,6,false
6701501-2,quilo,1000,false
6701501-7,colher de sopa,6,false
6701501-7,grama,1,true
6701501-7,porcao,85,false
6701501-7,quilo,1000,false
6701501-99,colher de arroz/servir,10,false
6701501-99,grama,1,true
6701501-99,quilo,1000,false
6701505-2,colher de sopa,6,false
6701505-2,grama,1,true
6701505-2,quilo,1000,false
6701601-1,colher de arroz/servir,50,false
6701601-1,colher de sopa,25,false
6701601-1,folha,12,false
6701601-1,garfada,25,false
6701601-1,grama,1,true
6701601-1,pegador,25,false
6701601-1,pires,24,false
6701601-1,porcao,27,false
6701601-1,prato fundo,48,false
6701601-1,prato raso,24,false
6701601-1,quilo,1000,false
6701601-2,colher de arroz/servir,50,false
6701601-2,colher de sobremesa,12.5,false
6701601-2,colher de sopa,25,false
6701601-2,grama,1,true
6701601-2,pegador,25,false
6701601-2,porcao,27,false
6701601-2,prato de sobremesa,24,false
6701601-2,quilo,1000,false
6701601-7,colher de arroz/servir,50,false
6701601-7,colher de sopa,25,false
6701601-7,grama,1,true
6701601-7,pires,24,false
6701601-7,porcao,27,false
6701601-7,quilo,1000,false
6701601-12,colher de sopa,25,false
6701601-12,grama,1,true
6701601-12,pegador,25,false
6701601-12,porcao,27,false
6701601-12,quilo,1000,false
6701602-1,folha,12,false
6701602-1,grama,1,true
6701602-1,porcao,42,false
6701602-1,prato raso,24,false
6701602-1,quilo,1000,false
6701602-7,colher de arroz/servir,94,false
6701602-7,colher de sopa,45,false
6701602-7,grama,1,true
6701602-7,quilo,1000,false
6701602-12,grama,1,true
6701602-12,porcao,42,false
6701602-12,quilo,1000,false
6701704-1,colher de arroz/servir,20,false
6701704-1,colher de sobremesa,5,false
6701704-1,grama,1,true
6701704-1,pegador,10,false
6701704-1,porcao,60,false
6701704-1,quilo,1000,false
6701704-2,colher de arroz/servir,20,false
6701704-2,colher de sobremesa,5,false
6701704-2,colher de sopa,10,false
6701704-2,concha,40,false
6701704-2,escumadeira,20,false
6701704-2,garfada,10,false
6701704-2,grama,1,true
6701704-2,pegador,10,false
6701704-2,pires,75,false
6701704-2,porcao,60,false
6701704-2,quilo,1000,false
6701704-2,ramo,60,false
6701704-2,unidade,60,false
6701704-6,colher de sopa,10,false
6701704-6,grama,1,true
6701704-6,quilo,1000,false
6701704-6,unidade,90,false
6701704-7,colher de arroz/servir,20,false
6701704-7,colher de sopa,10,false
6701704-7,escumadeira,20,false
6701704-7,grama,1,true
6701704-7,pegador,10,false
6701704-7,porcao,60,false
6701704-7,quilo,1000,false
6701704-7,ramo,60,false
6701704-7,unidade,60,false
6701704-10,colher de arroz/servir,20,false
6701704-10,colher de sopa,10,false
6701704-10,grama,1,true
6701704-10,quilo,1000,false
6701704-12,grama,1,true
6701704-12,quilo,1000,false
6701704-12,ramo,60,false
6701704-99,colher de arroz/servir,20,false
6701704-99,grama,1,true
6701704-99,quilo,1000,false
6701801-1,colher de sopa,25,false
6701801-1,grama,1,true
6701801-1,porcao,67,false
6701801-1,quilo,1000,false
6701801-2,colher de sopa,25,false
6701801-2,grama,1,true
6701801-2,quilo,1000,false
6701801-7,colher de sopa,25,false
6701801-7,grama,1,true
6701801-7,porcao,67,false
6701801-7,quilo,1000,false
6701901-2,colher de arroz/servir,42,false
6701901-2,colher de sopa,20,false
6701901-2,concha,84,false
6701901-2,grama,1,true
6701901-2,quilo,1000,false
6701906-99,colher de arroz/servir,42,false
6701906-99,colher de cha,5,false
6701906-99,colher de sopa,20,false
6701906-99,grama,1,true
6701906-99,porcao,42,false
6701906-99,quilo,1000,false
6701907-99,colher de arroz/servir,42,false
6701907-99,colher de cha,5,false
6701907-99,colher de sobremesa,10,false
6701907-99,colher de sopa,20,false
6701907-99,concha,84,false
6701907-99,grama,1,true
6701907-99,porcao,42,false
6701907-99,quilo,1000,false
6701913-99,colher de arroz/servir,42,false
6701913-99,colher de sopa,20,false
6701913-99,grama,1,true
6701913-99,quilo,1000,false
6702001-99,colher de arroz/servir,16,false
6702001-99,colher de sopa,8,false
6702001-99,escumadeira,16,false
6702001-99,folha,6,false
6702001-99,garfada,8,false
6702001-99,grama,1,true
6702001-99,pegador,8,false
6702001-99,pires,20,false
6702001-99,porcao,27,false
6702001-99,prato de sobremesa,30,false
6702001-99,prato fundo,60,false
6702001-99,prato raso,80,false
6702001-99,quilo,1000,false
6702001-99,ramo,6,false
6702001-99,tigela,30,false
6702105-99,garfada,20,false
6702105-99,grama,1,true
6702105-99,pegador,20,false
6702105-99,quilo,1000,false
6702201-1,colher de sopa,20,false
6702201-1,grama,1,true
6702201-1,quilo,1000,false
6702301-99,grama,1,true
6702301-99,quilo,1000,false
6702301-99,unidade,140,false
6702501-99,grama,1,true
6702501-99,porcao,42,false
6702501-99,quilo,1000,false
6702604-7,colher de sopa,14.3,false
6702604-7,grama,1,true
6702604-7,quilo,1000,false
6702801-99,grama,1,true
6702801-99,quilo,1000,false
6702801-99,ramo,28.6,false
6703003-1,grama,1,true
6703003-1,porcao,40,false
6703003-1,quilo,1000,false
6703004-2,colher de arroz/servir,42,false
6703004-2,grama,1,true
6703004-2,quilo,1000,false
6703101-1,grama,1,true
6703101-1,pegador,27,false
6703101-1,quilo,1000,false
6703101-2,colher de arroz/servir,54,false
6703101-2,concha,128,false
6703101-2,grama,1,true
6703101-2,quilo,1000,false
6703306-2,colher de arroz/servir,72,false
6703306-2,colher de sopa,36,false
6703306-2,concha,100,false
6703306-2,grama,1,true
6703306-2,pedaco,50,false
6703306-2,porcao,70,false
6703306-2,quilo,1000,false
6703306-7,colher de arroz/servir,60,false
6703306-7,colher de sopa,30,false
6703306-7,fatia,50,false
6703306-7,grama,1,true
6703306-7,pires,105,false
6703306-7,porcao,70,false
6703306-7,quilo,1000,false
6703306-13,colher de arroz/servir,72,false
6703306-13,colher de sopa,36,false
6703306-13,grama,1,true
6703306-13,porcao,70,false
6703306-13,quilo,1000,false
6703306-99,grama,1,true
6703306-99,pedaco,50,false
6703306-99,quilo,1000,false
6703701-1,colher de arroz/servir,70,false
6703701-1,colher de cha,7.5,false
6703701-1,colher de sopa,30,false
6703701-1,escumadeira,90,false
6703701-1,grama,1,true
6703701-1,porcao,57,false
6703701-1,quilo,1000,false
6703701-2,colher de arroz/servir,70,false
6703701-2,colher de sobremesa,15,false
6703701-2,colher de sopa,30,false
6703701-2,concha,90,false
6703701-2,escumadeira,90,false
6703701-2,fatia,61,false
6703701-2,grama,1,true
6703701-2,pedaco,17,false
6703701-2,pegador,30,false
6703701-2,porcao,57,false
6703701-2,quilo,1000,false
6703701-2,rodela,18,false
6703701-2,unidade,335,false
6703701-3,grama,1,true
6703701-3,porcao,57,false
6703701-3,quilo,1000,false
6703701-3,rodela,18,false
6703701-3,unidade,335,false
6703701-4,grama,1,true
6703701-4,porcao,57,false
6703701-4,quilo,1000,false
6703701-5,colher de arroz/servir,70,false
6703701-5,colher de sopa,30,false
6703701-5,grama,1,true
6703701-5,porcao,57,false
6703701-5,quilo,1000,false
6703701-5,rodela,18,false
6703701-6,concha,90,false
6703701-6,fatia,61,false
6703701-6,grama,1,true
6703701-6,porcao,57,false
6703701-6,quilo,1000,false
6703701-7,colher de arroz/servir,70,false
6703701-7,colher de cha,7.5,false
6703701-7,colher de sobremesa,15,false
6703701-7,colher de sopa,30,false
6703701-7,concha,90,false
6703701-7,escumadeira,90,false
6703701-7,grama,1,true
6703701-7,pedaco,17,false
6703701-7,pegador,30,false
6703701-7,porcao,57,false
6703701-7,quilo,1000,false
6703701-7,rodela,18,false
6703701-7,unidade,335,false
6703701-13,colher de arroz/servir,70,false
6703701-13,colher de sopa,30,false
6703701-13,grama,1,true
6703701-13,porcao,57,false
6703701-13,quilo,1000,false
6703805-1,grama,1,true
6703805-1,pedaco,50,false
6703805-1,quilo,1000,false
6703805-2,colher de arroz/servir,72,false
6703805-2,fatia,50,false
6703805-2,grama,1,true
6703805-2,pedaco,50,false
6703805-2,porcao,70,false
6703805-2,quilo,1000,false
6703901-1,colher de arroz/servir,72,false
6703901-1,colher de sopa,36,false
6703901-1,concha,100,false
6703901-1,grama,1,true
6703901-1,pedaco,50,false
6703901-1,porcao,70,false
6703901-1,quilo,1000,false
6703901-2,colher de arroz/servir,72,false
6703901-2,colher de cha,9,false
6703901-2,colher de sobremesa,18,false
6703901-2,colher de sopa,36,false
6703901-2,concha,100,false
6703901-2,escumadeira,100,false
6703901-2,fatia,50,false
6703901-2,grama,1,true
6703901-2,pedaco,50,false
6703901-2,pegador,36,false
6703901-2,porcao,70,false
6703901-2,prato fundo,280,false
6703901-2,prato raso,140,false
6703901-2,quilo,1000,false
6703901-2,rodela,30,false
6703901-2,tigela,100,false
6703901-4,grama,1,true
6703901-4,pedaco,50,false
6703901-4,quilo,1000,false
6703901-5,colher de sopa,36,false
6703901-5,grama,1,true
6703901-5,pedaco,50,false
6703901-5,porcao,70,false
6703901-5,quilo,1000,false
6703901-7,colher de arroz/servir,60,false
6703901-7,colher de sopa,30,false
6703901-7,concha,105,false
6703901-7,escumadeira,105,false
6703901-7,fatia,50,false
6703901-7,grama,1,true
6703901-7,pedaco,50,false
6703901-7,porcao,70,false
6703901-7,prato fundo,280,false
6703901-7,quilo,1000,false
6703901-7,rodela,30,false
6703901-8,colher de arroz/servir,72,false
6703901-8,colher de sopa,36,false
6703901-8,grama,1,true
6703901-8,porcao,70,false
6703901-8,quilo,1000,false
6703901-13,colher de arroz/servir,72,false
6703901-13,colher de sopa,36,false
6703901-13,concha,100,false
6703901-13,escumadeira,100,false
6703901-13,grama,1,true
6703901-13,porcao,70,false
6703901-13,quilo,1000,false
6703901-15,colher de arroz/servir,40,false
6703901-15,grama,1,true
6703901-15,quilo,1000,false
6703901-99,colher de sopa,36,false
6703901-99,grama,1,true
6703901-99,quilo,1000,false
6704001-99,colher de arroz/servir,36,false
6704001-99,colher de cha,4.5,false
6704001-99,colher de sobremesa,9,false
6704001-99,colher de sopa,18,false
6704001-99,escumadeira,36,false
6704001-99,fatia,3,false
6704001-99,grama,1,true
6704001-99,metade,50,false
6704001-99,pedaco,3,false
6704001-99,pegador,18,false
6704001-99,porcao,36,false
6704001-99,prato raso,36,false
6704001-99,quilo,1000,false
6704001-99,rodela,3,false
6704001-99,taca,36,false
6704001-99,unidade,100,false
6704001-99,unidade pequena,75,false
6704101-1,colher de arroz/servir,45,false
6704101-1,colher de sopa,20,false
6704101-1,escumadeira,110,false
6704101-1,fatia,30,false
6704101-1,grama,1,true
6704101-1,pedaco,30,false
6704101-1,pegador,20,false
6704101-1,porcao,57,false
6704101-1,quilo,1000,false
6704101-1,unidade,230,false
6704101-2,colher de arroz/servir,45,false
6704101-2,colher de sobremesa,10,false
6704101-2,colher de sopa,20,false
6704101-2,concha,110,false
6704101-2,escumadeira,110,false
6704101-2,fatia,30,false
6704101-2,grama,1,true
6704101-2,metade,115,false
6704101-2,pedaco,30,false
6704101-2,pegador,20,false
6704101-2,porcao,57,false
6704101-2,prato raso,45,false
6704101-2,quilo,1000,false
6704101-2,rodela,15,false
6704101-2,tigela,110,false
6704101-2,unidade,230,false
6704101-2,unidade pequena,145,false
6704101-4,colher de sopa,20,false
6704101-4,grama,1,true
6704101-4,quilo,1000,false
6704101-7,colher de arroz/servir,45,false
6704101-7,colher de sobremesa,12.5,false
6704101-7,colher de sopa,20,false
6704101-7,concha,110,false
6704101-7,escumadeira,110,false
6704101-7,grama,1,true
6704101-7,pires,110,false
6704101-7,porcao,57,false
6704101-7,prato de sobremesa,45,false
6704101-7,quilo,1000,false
6704101-7,unidade,230,false
6704101-8,colher de sobremesa,10,false
6704101-8,colher de sopa,20,false
6704101-8,grama,1,true
6704101-8,quilo,1000,false
6704101-10,fatia,30,false
6704101-10,grama,1,true
6704101-10,quilo,1000,false
6704101-12,colher de arroz/servir,45,false
6704101-12,colher de sopa,20,false
6704101-12,grama,1,true
6704101-12,pegador,20,false
6704101-12,porcao,57,false
6704101-12,quilo,1000,false
6704101-13,colher de arroz/servir,45,false
6704101-13,colher de sopa,20,false
6704101-13,concha,110,false
6704101-13,cumbuca,110,false
6704101-13,grama,1,true
6704101-13,pedaco,30,false
6704101-13,porcao,57,false
6704101-13,quilo,1000,false
6704101-13,unidade,230,false
6704101-15,colher de sopa,20,false
6704101-15,grama,1,true
6704101-15,quilo,1000,false
6704201-1,colher de arroz/servir,95,false
6704201-1,colher de sopa,60,false
6704201-1,grama,1,true
6704201-1,pegador,60,false
6704201-1,porcao,40,false
6704201-1,quilo,1000,false
6704201-1,unidade,26,false
6704201-2,banda,13,false
6704201-2,colher de arroz/servir,95,false
6704201-2,colher de sopa,60,false
6704201-2,concha,110,false
6704201-2,escumadeira,110,false
6704201-2,fatia,13,false
6704201-2,grama,1,true
6704201-2,pedaco,13,false
6704201-2,porcao,40,false
6704201-2,quilo,1000,false
6704201-2,rodela,13,false
6704201-2,unidade,26,false
6704201-4,grama,1,true
6704201-4,porcao,40,false
6704201-4,quilo,1000,false
6704201-5,colher de arroz/servir,95,false
6704201-5,colher de cha,15,false
6704201-5,colher de sopa,60,false
6704201-5,grama,1,true
6704201-5,porcao,40,false
6704201-5,quilo,1000,false
6704201-5,rodela,13,false
6704201-5,unidade,30,false
6704201-7,colher de arroz/servir,95,false
6704201-7,colher de sobremesa,30,false
6704201-7,colher de sopa,60,false
6704201-7,concha,110,false
6704201-7,escumadeira,110,false
6704201-7,grama,1,true
6704201-7,porcao,40,false
6704201-7,quilo,1000,false
6704201-7,rodela,13,false
6704201-7,unidade,26,false
6704201-7,unidade pequena,18,false
6704201-11,grama,1,true
6704201-11,porcao,40,false
6704201-11,quilo,1000,false
6704201-13,colher de arroz/servir,95,false
6704201-13,grama,1,true
6704201-13,porcao,40,false
6704201-13,quilo,1000,false
6704201-99,grama,1,true
6704201-99,porcao,40,false
6704201-99,quilo,1000,false
6704301-1,colher de sopa,40,false
6704301-1,grama,1,true
6704301-1,quilo,1000,false
6704301-2,colher de arroz/servir,75,false
6704301-2,colher de sopa,40,false
6704301-2,concha,130,false
6704301-2,escumadeira,130,false
6704301-2,grama,1,true
6704301-2,pedaco,12.5,false
6704301-2,pegador,40,false
6704301-2,porcao,40,false
6704301-2,quilo,1000,false
6704301-2,unidade,25,false
6704301-7,colher de arroz/servir,75,false
6704301-7,colher de sopa,40,false
6704301-7,escumadeira,130,false
6704301-7,grama,1,true
6704301-7,quilo,1000,false
6704301-13,colher de arroz/servir,75,false
6704301-13,concha,130,false
6704301-13,escumadeira,130,false
6704301-13,grama,1,true
6704301-13,porcao,40,false
6704301-13,quilo,1000,false
6704306-2,grama,1,true
6704306-2,porcao,40,false
6704306-2,quilo,1000,false
6704306-12,grama,1,true
6704306-12,porcao,40,false
6704306-12,quilo,1000,false
6704306-12,unidade,25,false
6704306-12,unidade pequena,18.8,false
6704401-1,colher de sopa,15,false
6704401-1,grama,1,true
6704401-1,quilo,1000,false
6704401-2,colher de sopa,15,false
6704401-2,grama,1,true
6704401-2,pegador,15,false
6704401-2,porcao,30,false
6704401-2,quilo,1000,false
6704401-7,colher de sopa,15,false
6704401-7,concha,60,false
6704401-7,grama,1,true
6704401-7,quilo,1000,false
6704401-13,colher de arroz/servir,30,false
6704401-13,grama,1,true
6704401-13,quilo,1000,false
6704409-2,colher de arroz/servir,30,false
6704409-2,colher de sopa,15,false
6704409-2,concha,60,false
6704409-2,grama,1,true
6704409-2,porcao,30,false
6704409-2,quilo,1000,false
6704409-7,colher de sopa,15,false
6704409-7,grama,1,true
6704409-7,quilo,1000,false
6704409-8,colher de arroz/servir,30,false
6704409-8,grama,1,true
6704409-8,quilo,1000,false
6704410-2,colher de sopa,15,false
6704410-2,concha,60,false
6704410-2,grama,1,true
6704410-2,quilo,1000,false
6704410-7,colher de arroz/servir,30,false
6704410-7,colher de sopa,15,false
6704410-7,concha,60,false
6704410-7,grama,1,true
6704410-7,quilo,1000,false
6704501-99,colher de arroz/servir,26,false
6704501-99,colher de sopa,13,false
6704501-99,concha,52,false
6704501-99,fatia,6,false
6704501-99,garfada,13,false
6704501-99,grama,1,true
6704501-99,metade,27.5,false
6704501-99,pedaco,6,false
6704501-99,pegador,13,false
6704501-99,porcao,56,false
6704501-99,quilo,1000,false
6704501-99,rodela,6,false
6704501-99,unidade,55,false
6704501-99,unidade pequena,38,false
6705001-1,colher de sopa,40,false
6705001-1,grama,1,true
6705001-1,quilo,1000,false
6705001-1,unidade,18,false
6705001-2,colher de arroz/servir,80,false
6705001-2,colher de sopa,40,false
6705001-2,concha,160,false
6705001-2,grama,1,true
6705001-2,pedaco,5,false
6705001-2,porcao,52,false
6705001-2,quilo,1000,false
6705001-2,unidade,18,false
6705001-5,colher de arroz/servir,80,false
6705001-5,colher de sopa,40,false
6705001-5,concha,160,false
6705001-5,grama,1,true
