codigo_ibge,descricao,gramas,padrao
7262101-2,quilo,1000,false
7262101-2,unidade,20,false
7262101-4,grama,1,true
7262101-4,quilo,1000,false
7262101-4,unidade,20,false
7262101-12,grama,1,true
7262101-12,quilo,1000,false
7262101-12,unidade,20,false
7262105-2,grama,1,true
7262105-2,quilo,1000,false
7262105-2,unidade,20,false
7263101-2,colher de arroz/servir,35,false
7263101-2,concha,70,false
7263101-2,grama,1,true
7263101-2,porcao,190,false
7263101-2,quilo,1000,false
7263101-2,unidade,5,false
7263101-5,colher de sopa,20,false
7263101-5,concha,70,false
7263101-5,grama,1,true
7263101-5,quilo,1000,false
7263101-8,colher de arroz/servir,35,false
7263101-8,grama,1,true
7263101-8,quilo,1000,false
7263101-99,grama,1,true
7263101-99,quilo,1000,false
7263101-99,unidade,5,false
7264101-2,grama,1,true
7264101-2,quilo,1000,false
7264101-2,unidade,33,false
7265101-6,grama,1,true
7265101-6,quilo,1000,false
7265101-6,unidade,80,false
7266101-2,colher de arroz/servir,35,false
7266101-2,colher de sopa,20,false
7266101-2,concha,70,false
7266101-2,grama,1,true
7266101-2,porcao,104,false
7266101-2,quilo,1000,false
7266101-13,colher de arroz/servir,35,false
7266101-13,colher de sobremesa,5,false
7266101-13,colher de sopa,20,false
7266101-13,concha,70,false
7266101-13,grama,1,true
7266101-13,porcao,104,false
7266101-13,quilo,1000,false
7270401-2,colher de arroz/servir,55,false
7270401-2,colher de sopa,20,false
7270401-2,grama,1,true
7270401-2,pedaco,135,false
7270401-2,porcao,135,false
7270401-2,posta,200,false
7270401-2,quilo,1000,false
7270401-4,grama,1,true
7270401-4,pedaco,135,false
7270401-4,porcao,135,false
7270401-4,quilo,1000,false
7270401-5,bola,15,false
7270401-5,colher de arroz/servir,55,false
7270401-5,grama,1,true
7270401-5,pedaco,135,false
7270401-5,porcao,135,false
7270401-5,quilo,1000,false
7270401-6,bola,15,false
7270401-6,grama,1,true
7270401-6,porcao,135,false
7270401-6,quilo,1000,false
7270401-7,colher de sopa,20,false
7270401-7,concha,110,false
7270401-7,grama,1,true
7270401-7,quilo,1000,false
7270401-8,colher de arroz/servir,55,false
7270401-8,grama,1,true
7270401-8,porcao,135,false
7270401-8,quilo,1000,false
7270401-13,colher de arroz/servir,55,false
7270401-13,grama,1,true
7270401-13,pedaco,135,false
7270401-13,punhado,55,false
7270401-13,prato raso,55,false
7270401-13,quilo,1000,false
7270401-99,colher de arroz/servir,55,false
7270401-99,grama,1,true
7270401-99,porcao,135,false
7270401-99,quilo,1000,false
7273101-4,grama,1,true
7273101-4,pedaco,15,false
7273101-4,quilo,1000,false
7273101-5,grama,1,true
7273101-5,pedaco,15,false
7273101-5,quilo,1000,false
7400101-1,grama,1,true
7400101-1,porcao,75,false
7400101-1,posta,200,false
7400101-1,quilo,1000,false
7400101-2,banda,100,false
7400101-2,bife,120,false
7400101-2,colher de arroz/servir,40,false
7400101-2,colher de sopa,20,false
7400101-2,concha,80,false
7400101-2,file,120,false
7400101-2,grama,1,true
7400101-2,metade,100,false
7400101-2,porcao,75,false
7400101-2,posta,200,false
7400101-2,quilo,1000,false
7400101-2,unidade,200,false
7400101-2,unidade pequena,150,false
7400101-3,bife,120,false
7400101-3,file,120,false
7400101-3,grama,1,true
7400101-3,porcao,75,false
7400101-3,posta,200,false
7400101-3,quilo,1000,false
7400101-3,unidade,200,false
7400101-3,unidade pequena,150,false
7400101-4,banda,100,false
7400101-4,bife,120,false
7400101-4,file,120,false
7400101-4,grama,1,true
7400101-4,porcao,75,false
7400101-4,posta,200,false
7400101-4,quilo,1000,false
7400101-4,unidade,200,false
7400101-4,unidade pequena,150,false
7400101-5,banda,100,false
7400101-5,bife,120,false
7400101-5,colher de arroz/servir,40,false
7400101-5,concha,80,false
7400101-5,file,120,false
7400101-5,grama,1,true
7400101-5,metade,100,false
7400101-5,porcao,75,false
7400101-5,posta,200,false
7400101-5,quilo,1000,false
7400101-5,unidade,200,false
7400101-5,unidade pequena,150,false
7400101-6,file,115,false
7400101-6,grama,1,true
7400101-6,quilo,1000,false
7400101-7,grama,1,true
7400101-7,porcao,75,false
7400101-7,posta,200,false
7400101-7,quilo,1000,false
7400101-7,unidade,200,false
7400101-7,unidade pequena,150,false
7400101-8,colher de arroz/servir,40,false
7400101-8,file,120,false
7400101-8,grama,1,true
7400101-8,porcao,75,false
7400101-8,posta,200,false
7400101-8,quilo,1000,false
7400101-9,colher de arroz/servir,40,false
7400101-9,grama,1,true
7400101-9,porcao,75,false
7400101-9,quilo,1000,false
7400101-9,unidade,200,false
7400101-13,colher de arroz/servir,40,false
7400101-13,concha,80,false
7400101-13,file,120,false
7400101-13,grama,1,true
7400101-13,pegador,20,false
7400101-13,porcao,75,false
7400101-13,posta,200,false
7400101-13,quilo,1000,false
7400101-13,unidade,200,false
7400101-99,grama,1,true
7400101-99,quilo,1000,false
7400101-99,unidade,200,false
7400401-2,file,120,false
7400401-2,grama,1,true
7400401-2,porcao,75,false
7400401-2,posta,200,false
7400401-2,quilo,1000,false
7400401-2,unidade,200,false
7400401-2,unidade pequena,150,false
7400401-3,file,120,false
7400401-3,grama,1,true
7400401-3,posta,200,false
7400401-3,quilo,1000,false
7400401-3,unidade,200,false
7400401-4,file,120,false
7400401-4,grama,1,true
7400401-4,porcao,75,false
7400401-4,posta,200,false
7400401-4,quilo,1000,false
7400401-4,unidade,200,false
7400401-5,banda,100,false
7400401-5,file,120,false
7400401-5,grama,1,true
7400401-5,metade,100,false
7400401-5,porcao,75,false
7400401-5,posta,200,false
7400401-5,quilo,1000,false
7400401-5,unidade,200,false
7400401-5,unidade pequena,150,false
7400401-6,file,115,false
7400401-6,grama,1,true
7400401-6,posta,200,false
7400401-6,quilo,1000,false
7400401-8,grama,1,true
7400401-8,porcao,75,false
7400401-8,quilo,1000,false
7400401-8,unidade,200,false
7400401-13,grama,1,true
7400401-13,posta,200,false
7400401-13,quilo,1000,false
7444101-2,grama,1,true
7444101-2,pedaco,25,false
7444101-2,porcao,200,false
7444101-2,quilo,1000,false
7600101-1,grama,1,true
7600101-1,quilo,1000,false
7600101-1,unidade,200,false
7600101-2,colher de arroz/servir,40,false
7600101-2,colher de sopa,20,false
7600101-2,file,120,false
7600101-2,grama,1,true
7600101-2,porcao,75,false
7600101-2,posta,200,false
7600101-2,quilo,1000,false
7600101-2,unidade,200,false
7600101-2,unidade pequena,150,false
7600101-3,bife,120,false
7600101-3,file,120,false
7600101-3,grama,1,true
7600101-3,porcao,75,false
7600101-3,posta,200,false
7600101-3,quilo,1000,false
7600101-3,unidade,200,false
7600101-4,banda,100,false
7600101-4,colher de arroz/servir,40,false
7600101-4,colher de sopa,20,false
7600101-4,file,120,false
7600101-4,grama,1,true
7600101-4,metade,100,false
7600101-4,porcao,75,false
7600101-4,posta,200,false
7600101-4,quilo,1000,false
7600101-4,unidade,200,false
7600101-4,unidade pequena,150,false
7600101-5,banda,100,false
7600101-5,bife,120,false
7600101-5,concha,80,false
7600101-5,file,120,false
7600101-5,grama,1,true
7600101-5,porcao,75,false
7600101-5,posta,200,false
7600101-5,quilo,1000,false
7600101-5,unidade,200,false
7600101-5,unidade pequena,150,false
7600101-6,bife,115,false
7600101-6,file,115,false
7600101-6,grama,1,true
7600101-6,porcao,75,false
7600101-6,posta,200,false
7600101-6,quilo,1000,false
7600101-7,grama,1,true
7600101-7,porcao,75,false
7600101-7,posta,200,false
7600101-7,quilo,1000,false
7600101-8,colher de arroz/servir,40,false
7600101-8,grama,1,true
7600101-8,porcao,75,false
7600101-8,posta,200,false
7600101-8,quilo,1000,false
7600101-9,grama,1,true
7600101-9,porcao,75,false
7600101-9,posta,200,false
7600101-9,quilo,1000,false
7600101-13,colher de sopa,20,false
7600101-13,concha,80,false
7600101-13,grama,1,true
7600101-13,porcao,75,false
7600101-13,posta,200,false
7600101-13,quilo,1000,false
7600101-13,unidade,200,false
7600401-2,file,120,false
7600401-2,grama,1,true
7600401-2,porcao,75,false
7600401-2,posta,200,false
7600401-2,quilo,1000,false
7600401-2,unidade,200,false
7600401-3,file,120,false
7600401-3,grama,1,true
7600401-3,quilo,1000,false
7600401-4,bife,120,false
7600401-4,grama,1,true
7600401-4,posta,200,false
7600401-4,quilo,1000,false
7600401-4,unidade,200,false
7600401-5,file,120,false
7600401-5,grama,1,true
7600401-5,porcao,75,false
7600401-5,posta,200,false
7600401-5,quilo,1000,false
7600401-5,unidade,200,false
7600401-6,file,115,false
7600401-6,grama,1,true
7600401-6,posta,200,false
7600401-6,quilo,1000,false
7700101-99,colher de sobremesa,14,false
7700101-99,colher de sopa,25,false
7700101-99,copo americano,132,false
7700101-99,grama,1,true
7700101-99,porcao,20,false
7700101-99,punhado,45,false
7700101-99,pote,132,false
7700101-99,quilo,1000,false
7700101-99,saco,132,false
7700101-99,tigela,132,false
7700101-99,unidade,4,false
7700201-99,colher de arroz/servir,38,false
7700201-99,colher de cha,6.8,false
7700201-99,colher de sobremesa,13.5,false
7700201-99,colher de sopa,27,false
7700201-99,grama,1,true
7700201-99,porcao,72.5,false
7700201-99,quilo,1000,false
7700202-99,grama,1,true
7700202-99,pacote,200,false
7700202-99,quilo,1000,false
7700401-99,colher de arroz/servir,38,false
7700401-99,colher de cafe,4.3,false
7700401-99,colher de cha,8.5,false
7700401-99,colher de sobremesa,17,false
7700401-99,colher de sopa,24,false
7700401-99,concha,76,false
7700401-99,grama,1,true
7700401-99,lata (n. e.),200,false
7700401-99,porcao,172,false
7700401-99,punhado,38,false
7700401-99,quilo,1000,false
7700401-99,unidade,100,false
7700401-99,unidade pequena,50,false
7700501-99,colher de arroz/servir,30,false
7700501-99,colher de sopa,15,false
7700501-99,concha,60,false
7700501-99,escumadeira,30,false
7700501-99,grama,1,true
7700501-99,pires,30,false
7700501-99,porcao,50,false
7700501-99,prato de sobremesa,30,false
7700501-99,quilo,1000,false
7700501-99,unidade,100,false
7700501-99,unidade pequena,75,false
7700601-99,grama,1,true
7700601-99,porcao,15,false
7700601-99,quilo,1000,false
7700602-99,colher de sopa,27,false
7700602-99,grama,1,true
7700602-99,porcao,15,false
7700602-99,quilo,1000,false
7700701-99,grama,1,true
7700701-99,pedaco,7.5,false
7700701-99,quilo,1000,false
7700901-99,colher de sopa,20,false
7700901-99,grama,1,true
7700901-99,porcao,75,false
7700901-99,quilo,1000,false
7700902-99,grama,1,true
7700902-99,porcao,75,false
7700902-99,quilo,1000,false
7701101-99,colher de arroz/servir,40,false
7701101-99,colher de cha,6.3,false
7701101-99,colher de sopa,25,false
7701101-99,concha,48,false
7701101-99,escumadeira,48,false
7701101-99,grama,1,true
7701101-99,porcao,35,false
7701101-99,quilo,1000,false
7701404-99,concha,140,false
7701404-99,copo grande,520,false
7701404-99,grama,1,true
7701404-99,prato de sobremesa,150,false
7701404-99,prato fundo,520,false
7701404-99,quilo,1000,false
7701405-99,caneco,140,false
7701405-99,colher de arroz/servir,40,false
7701405-99,concha,140,false
7701405-99,copo grande,300,false
7701405-99,copo medio,300,false
7701405-99,grama,1,true
7701405-99,prato fundo,520,false
7701405-99,prato raso,325,false
7701405-99,quilo,1000,false
7701405-99,tigela,300,false
7701406-99,colher de arroz/servir,50,false
7701406-99,concha,100,false
7701406-99,escumadeira,110,false
7701406-99,grama,1,true
7701406-99,porcao,105,false
7701406-99,prato fundo,265,false
7701406-99,prato raso,90,false
7701406-99,quilo,1000,false
7701501-1,colher de arroz/servir,48,false
7701501-1,colher de sopa,24,false
7701501-1,grama,1,true
7701501-1,porcao,142,false
7701501-1,quilo,1000,false
7701501-2,colher de arroz/servir,48,false
7701501-2,colher de sopa,24,false
7701501-2,grama,1,true
7701501-2,porcao,142,false
7701501-2,quilo,1000,false
7701501-5,colher de arroz/servir,48,false
7701501-5,grama,1,true
7701501-5,porcao,142,false
7701501-5,quilo,1000,false
7701501-99,colher de arroz/servir,48,false
7701501-99,colher de sopa,24,false
7701501-99,grama,1,true
7701501-99,quilo,1000,false
7701901-99,colher de arroz/servir,70,false
7701901-99,colher de sopa,35,false
7701901-99,concha,225,false
7701901-99,grama,1,true
7701901-99,lata (n. e.),830,false
7701901-99,porcao,120,false
7701901-99,quilo,1000,false
7702001-99,colher de arroz/servir,70,false
7702001-99,colher de sopa,35,false
7702001-99,concha,225,false
7702001-99,escumadeira,70,false
7702001-99,grama,1,true
7702001-99,porcao,120,false
7702001-99,quilo,1000,false
7702101-99,colher de arroz/servir,63,false
7702101-99,colher de sopa,31.5,false
7702101-99,concha,113,false
7702101-99,escumadeira,63,false
7702101-99,grama,1,true
7702101-99,pedaco,35,false
7702101-99,quilo,1000,false
7702302-99,grama,1,true
7702302-99,porcao,30,false
7702302-99,quilo,1000,false
7702402-99,grama,1,true
7702402-99,porcao,30,false
7702402-99,quilo,1000,false
7702502-99,grama,1,true
7702502-99,porcao,30,false
7702502-99,quilo,1000,false
7702601-99,colher de arroz/servir,70,false
7702601-99,colher de sopa,30,false
7702601-99,fatia,90,false
7702601-99,grama,1,true
7702601-99,lata (350 ml),350,false
7702601-99,pedaco,35,false
7702601-99,porcao,75,false
7702601-99,quilo,1000,false
7702602-99,bife,80,false
7702602-99,bola,50,false
7702602-99,colher de arroz/servir,60,false
7702602-99,concha,120,false
7702602-99,grama,1,true
7702602-99,quilo,1000,false
7702602-99,unidade,50,false
7702602-99,unidade pequena,30,false
7702603-99,grama,1,true
7702603-99,pedaco,35,false
7702603-99,quilo,1000,false
7702604-99,bola,50,false
7702604-99,colher de sopa,25,false
7702604-99,grama,1,true
7702604-99,quilo,1000,false
7702604-99,unidade,50,false
7702704-99,fatia,90,false
7702704-99,grama,1,true
7702704-99,quilo,1000,false
7702705-99,fatia,15,false
7702705-99,grama,1,true
7702705-99,quilo,1000,false
7702707-1,fatia,15,false
7702707-1,grama,1,true
7702707-1,quilo,1000,false
7702707-2,fatia,15,false
7702707-2,grama,1,true
7702707-2,quilo,1000,false
7702707-4,fatia,15,false
7702707-4,grama,1,true
7702707-4,quilo,1000,false
7702707-5,fatia,15,false
7702707-5,grama,1,true
7702707-5,lata (250 ml),250,false
7702707-5,quilo,1000,false
7702801-99,colher de arroz/servir,36,false
7702801-99,colher de sopa,22,false
7702801-99,concha,80,false
7702801-99,fatia,15.5,false
7702801-99,grama,1,true
7702801-99,lata (250 ml),250,false
7702801-99,pedaco,15.5,false
7702801-99,pegador,22,false
7702801-99,porcao,60,false
7702801-99,quilo,1000,false
7702801-99,rodela,15.5,false
7702801-99,unidade,31,false
7703002-99,colher de arroz/servir,32,false
7703002-99,colher de sobremesa,10,false
7703002-99,colher de sopa,16,false
7703002-99,grama,1,true
7703002-99,lata (250 ml),250,false
7703002-99,lata (335 ml),335,false
7703002-99,lata (350 ml),350,false
7703002-99,lata (n. e.),125,false
7703002-99,porcao,41.5,false
7703002-99,quilo,1000,false
7703002-99,unidade,41.5,false
7703002-99,unidade pequena,31.1,false
7703402-99,colher de sobremesa,10,false
7703402-99,colher de sopa,16,false
7703402-99,grama,1,true
7703402-99,lata (n. e.),135,false
7703402-99,porcao,112,false
7703402-99,quilo,1000,false
7703701-99,colher de sopa,18,false
7703701-99,grama,1,true
7703701-99,pedaco,7,false
7703701-99,pegador,18,false
7703701-99,porcao,36,false
7703701-99,quilo,1000,false
7703701-99,unidade,100,false
7703701-99,unidade pequena,75,false
7703902-99,colher de sopa,35,false
7703902-99,grama,1,true
7703902-99,porcao,30,false
7703902-99,quilo,1000,false
7704001-99,colher de arroz/servir,43.2,false
7704001-99,grama,1,true
7704001-99,quilo,1000,false
7705201-99,grama,1,true
7705201-99,quilo,1000,false
7705201-99,unidade pequena,30,false
7705401-99,colher de arroz/servir,40,false
7705401-99,colher de cha,6.3,false
7705401-99,colher de sopa,25,false
7705401-99,concha,170,false
7705401-99,escumadeira,80,false
7705401-99,grama,1,true
7705401-99,pegador,25,false
7705401-99,porcao,50,false
7705401-99,prato fundo,170,false
7705401-99,prato raso,170,false
7705401-99,quilo,1000,false
7706001-99,fatia,15,false
7706001-99,grama,1,true
7706001-99,quilo,1000,false
7706104-99,grama,1,true
7706104-99,prato fundo,520,false
7706104-99,quilo,1000,false
7706105-99,colher de arroz/servir,40,false
7706105-99,colher de sopa,20,false
7706105-99,concha,140,false
7706105-99,copo americano,140,false
7706105-99,grama,1,true
7706105-99,prato fundo,520,false
7706105-99,prato raso,140,false
7706105-99,quilo,1000,false
7706106-99,colher de arroz/servir,50,false
7706106-99,concha,100,false
7706106-99,grama,1,true
7706106-99,porcao,105,false
7706106-99,prato fundo,265,false
7706106-99,prato raso,90,false
7706106-99,quilo,1000,false
7706302-99,grama,1,true
7706302-99,lata (n. e.),135,false
7706302-99,quilo,1000,false
7800103-1,coxa,55,false
7800103-1,grama,1,true
7800103-1,quilo,1000,false
7800103-2,asa,40,false
7800103-2,costela,60,false
7800103-2,coxa,55,false
7800103-2,grama,1,true
7800103-2,pedaco,55,false
7800103-2,peito,180,false
7800103-2,pescoco,10,false
7800103-2,porcao,100,false
7800103-2,quilo,1000,false
7800103-2,sobrecoxa,65,false
7800103-3,espetinho,46,false
7800103-3,grama,1,true
7800103-3,pedaco,55,false
7800103-3,peito,180,false
7800103-3,quilo,1000,false
7800103-4,asa,40,false
7800103-4,coxa,55,false
7800103-4,grama,1,true
7800103-4,pedaco,55,false
7800103-4,peito,180,false
7800103-4,porcao,100,false
7800103-4,quilo,1000,false
7800103-4,sobrecoxa,65,false
7800103-5,asa,40,false
7800103-5,bife,100,false
7800103-5,coxa,55,false
7800103-5,grama,1,true
7800103-5,pedaco,55,false
7800103-5,peito,180,false
7800103-5,quilo,1000,false
7800103-5,sobrecoxa,65,false
7800103-6,grama,1,true
7800103-6,pedaco,55,false
7800103-6,quilo,1000,false
7800103-7,coxa,55,false
7800103-7,grama,1,true
7800103-7,pedaco,55,false
7800103-7,quilo,1000,false
7800103-8,coxa,55,false
7800103-8,grama,1,true
7800103-8,quilo,1000,false
7800103-13,concha,80,false
7800103-13,coxa,55,false
7800103-13,grama,1,true
7800103-13,pedaco,55,false
7800103-13,quilo,1000,false
7800103-13,sobrecoxa,65,false
7800301-1,grama,1,true
7800301-1,quilo,1000,false
7800301-1,unidade,55,false
7800301-2,asa,40,false
7800301-2,bife,100,false
7800301-2,colher de sopa,20,false
7800301-2,concha,80,false
7800301-2,coxa,55,false
7800301-2,file,100,false
7800301-2,grama,1,true
7800301-2,pedaco,55,false
7800301-2,porcao,100,false
7800301-2,quilo,1000,false
7800301-2,sobrecoxa,65,false
7800301-3,bife,100,false
7800301-3,file,100,false
7800301-3,grama,1,true
7800301-3,pedaco,55,false
7800301-3,porcao,100,false
7800301-3,quilo,1000,false
7800301-3,sobrecoxa,65,false
7800301-4,asa,40,false
7800301-4,bife,100,false
7800301-4,coxa,55,false
7800301-4,espetinho,46,false
7800301-4,espeto,46,false
7800301-4,grama,1,true
7800301-4,pedaco,55,false
7800301-4,porcao,100,false
7800301-4,quilo,1000,false
7800301-4,sobrecoxa,65,false
7800301-5,bife,100,false
7800301-5,concha,80,false
7800301-5,coxa,55,false
7800301-5,espetinho,46,false
7800301-5,garfada,20,false
7800301-5,grama,1,true
7800301-5,pedaco,55,false
7800301-5,porcao,100,false
7800301-5,quilo,1000,false
7800301-5,sobrecoxa,65,false
7800301-6,grama,1,true
7800301-6,pedaco,55,false
7800301-6,quilo,1000,false
7800301-7,coxa,55,false
7800301-7,grama,1,true
