indicator,sex,month,l,m,s
HEIGHT_TO_AGE,FEMALE,0,1.000000,49.147700,0.037900
HEIGHT_TO_AGE,FEMALE,1,1.000000,53.632600,0.036410
HEIGHT_TO_AGE,FEMALE,2,1.000000,57.079600,0.035680
HEIGHT_TO_AGE,FEMALE,3,1.000000,59.777300,0.035200
HEIGHT_TO_AGE,FEMALE,4,1.000000,62.107100,0.034860
HEIGHT_TO_AGE,FEMALE,5,1.000000,64.019000,0.034630
HEIGHT_TO_AGE,FEMALE,6,1.000000,65.751000,0.034480
HEIGHT_TO_AGE,FEMALE,7,1.000000,67.284200,0.034410
HEIGHT_TO_AGE,FEMALE,8,1.000000,68.773200,0.034400
HEIGHT_TO_AGE,FEMALE,9,1.000000,70.146300,0.034440
HEIGHT_TO_AGE,FEMALE,10,1.000000,71.465600,0.034520
HEIGHT_TO_AGE,FEMALE,11,1.000000,72.778800,0.034640
HEIGHT_TO_AGE,FEMALE,12,1.000000,74.004900,0.034790
HEIGHT_TO_AGE,FEMALE,13,1.000000,75.229700,0.034960
HEIGHT_TO_AGE,FEMALE,14,1.000000,76.377000,0.035140
HEIGHT_TO_AGE,FEMALE,15,1.000000,77.525800,0.035340
HEIGHT_TO_AGE,FEMALE,16,1.000000,78.605500,0.035550
HEIGHT_TO_AGE,FEMALE,17,1.000000,79.655900,0.035760
HEIGHT_TO_AGE,FEMALE,18,1.000000,80.712100,0.035980
HEIGHT_TO_AGE,FEMALE,19,1.000000,81.708000,0.036200
HEIGHT_TO_AGE,FEMALE,20,1.000000,82.711600,0.036430
HEIGHT_TO_AGE,FEMALE,21,1.000000,83.659500,0.036650
HEIGHT_TO_AGE,FEMALE,22,1.000000,84.615400,0.036890
HEIGHT_TO_AGE,FEMALE,23,1.000000,85.518400,0.037110
HEIGHT_TO_AGE,FEMALE,24,1.000000,85.729900,0.037640
HEIGHT_TO_AGE,FEMALE,25,1.000000,86.592200,0.037860
HEIGHT_TO_AGE,FEMALE,26,1.000000,87.435800,0.038080
HEIGHT_TO_AGE,FEMALE,27,1.000000,88.288100,0.038300
HEIGHT_TO_AGE,FEMALE,28,1.000000,89.093800,0.038510
HEIGHT_TO_AGE,FEMALE,29,1.000000,89.907200,0.038720
HEIGHT_TO_AGE,FEMALE,30,1.000000,90.676500,0.038930
HEIGHT_TO_AGE,FEMALE,31,1.000000,91.453900,0.039130
HEIGHT_TO_AGE,FEMALE,32,1.000000,92.190600,0.039330
HEIGHT_TO_AGE,FEMALE,33,1.000000,92.913500,0.039520
HEIGHT_TO_AGE,FEMALE,34,1.000000,93.647300,0.039710
HEIGHT_TO_AGE,FEMALE,35,1.000000,94.346000,0.039890
HEIGHT_TO_AGE,FEMALE,36,1.000000,95.057200,0.040070
HEIGHT_TO_AGE,FEMALE,37,1.000000,95.735600,0.040240
HEIGHT_TO_AGE,FEMALE,38,1.000000,96.427000,0.040410
HEIGHT_TO_AGE,FEMALE,39,1.000000,97.087100,0.040570
HEIGHT_TO_AGE,FEMALE,40,1.000000,97.760100,0.040740
HEIGHT_TO_AGE,FEMALE,41,1.000000,98.402800,0.040890
HEIGHT_TO_AGE,FEMALE,42,1.000000,99.036900,0.041050
HEIGHT_TO_AGE,FEMALE,43,1.000000,99.683400,0.041200
HEIGHT_TO_AGE,FEMALE,44,1.000000,100.300700,0.041350
HEIGHT_TO_AGE,FEMALE,45,1.000000,100.930100,0.041500
HEIGHT_TO_AGE,FEMALE,46,1.000000,101.531200,0.041640
HEIGHT_TO_AGE,FEMALE,47,1.000000,102.144600,0.041790
HEIGHT_TO_AGE,FEMALE,48,1.000000,102.731200,0.041930
HEIGHT_TO_AGE,FEMALE,49,1.000000,103.311300,0.042060
HEIGHT_TO_AGE,FEMALE,50,1.000000,103.904500,0.042200
HEIGHT_TO_AGE,FEMALE,51,1.000000,104.472700,0.042330
HEIGHT_TO_AGE,FEMALE,52,1.000000,105.054100,0.042470
HEIGHT_TO_AGE,FEMALE,53,1.000000,105.611400,0.042590
HEIGHT_TO_AGE,FEMALE,54,1.000000,106.181700,0.042720
HEIGHT_TO_AGE,FEMALE,55,1.000000,106.728400,0.042850
HEIGHT_TO_AGE,FEMALE,56,1.000000,107.287800,0.042980
HEIGHT_TO_AGE,FEMALE,57,1.000000,107.823800,0.043100
HEIGHT_TO_AGE,FEMALE,58,1.000000,108.354700,0.043220
HEIGHT_TO_AGE,FEMALE,59,1.000000,108.898100,0.043350
HEIGHT_TO_AGE,FEMALE,60,1.000000,109.418900,0.043460
HEIGHT_TO_AGE,FEMALE,61,1.000000,109.601600,0.043550
HEIGHT_TO_AGE,FEMALE,62,1.000000,110.125800,0.043640
HEIGHT_TO_AGE,FEMALE,63,1.000000,110.645100,0.043730
HEIGHT_TO_AGE,FEMALE,64,1.000000,111.159600,0.043820
HEIGHT_TO_AGE,FEMALE,65,1.000000,111.669600,0.043900
HEIGHT_TO_AGE,FEMALE,66,1.000000,112.175300,0.043990
HEIGHT_TO_AGE,FEMALE,67,1.000000,112.676700,0.044070
HEIGHT_TO_AGE,FEMALE,68,1.000000,113.174000,0.044150
HEIGHT_TO_AGE,FEMALE,69,1.000000,113.667200,0.044230
HEIGHT_TO_AGE,FEMALE,70,1.000000,114.156500,0.044310
HEIGHT_TO_AGE,FEMALE,71,1.000000,114.642100,0.044390
HEIGHT_TO_AGE,FEMALE,72,1.000000,115.124400,0.044470
HEIGHT_TO_AGE,FEMALE,73,1.000000,115.603900,0.044540
HEIGHT_TO_AGE,FEMALE,74,1.000000,116.081200,0.044610
HEIGHT_TO_AGE,FEMALE,75,1.000000,116.556800,0.044690
HEIGHT_TO_AGE,FEMALE,76,1.000000,117.031100,0.044750
HEIGHT_TO_AGE,FEMALE,77,1.000000,117.504400,0.044820
HEIGHT_TO_AGE,FEMALE,78,1.000000,117.976900,0.044890
HEIGHT_TO_AGE,FEMALE,79,1.000000,118.448900,0.044950
HEIGHT_TO_AGE,FEMALE,80,1.000000,118.920800,0.045020
HEIGHT_TO_AGE,FEMALE,81,1.000000,119.392600,0.045080
HEIGHT_TO_AGE,FEMALE,82,1.000000,119.864800,0.045140
HEIGHT_TO_AGE,FEMALE,83,1.000000,120.337400,0.045200
HEIGHT_TO_AGE,FEMALE,84,1.000000,120.810500,0.045250
HEIGHT_TO_AGE,FEMALE,85,1.000000,121.284300,0.045310
HEIGHT_TO_AGE,FEMALE,86,1.000000,121.758700,0.045360
HEIGHT_TO_AGE,FEMALE,87,1.000000,122.233800,0.045420
HEIGHT_TO_AGE,FEMALE,88,1.000000,122.709800,0.045470
HEIGHT_TO_AGE,FEMALE,89,1.000000,123.186800,0.045510
HEIGHT_TO_AGE,FEMALE,90,1.000000,123.664600,0.045560
HEIGHT_TO_AGE,FEMALE,91,1.000000,124.143500,0.045610
HEIGHT_TO_AGE,FEMALE,92,1.000000,124.623400,0.045650
HEIGHT_TO_AGE,FEMALE,93,1.000000,125.104500,0.045690
HEIGHT_TO_AGE,FEMALE,94,1.000000,125.586900,0.045730
HEIGHT_TO_AGE,FEMALE,95,1.000000,126.070600,0.045770
HEIGHT_TO_AGE,FEMALE,96,1.000000,126.555800,0.045810
HEIGHT_TO_AGE,FEMALE,97,1.000000,127.042400,0.045850
HEIGHT_TO_AGE,FEMALE,98,1.000000,127.530400,0.045880
HEIGHT_TO_AGE,FEMALE,99,1.000000,128.019900,0.045910
HEIGHT_TO_AGE,FEMALE,100,1.000000,128.510900,0.045940
HEIGHT_TO_AGE,FEMALE,101,1.000000,129.003500,0.045970
HEIGHT_TO_AGE,FEMALE,102,1.000000,129.497500,0.046000
HEIGHT_TO_AGE,FEMALE,103,1.000000,129.993200,0.046020
HEIGHT_TO_AGE,FEMALE,104,1.000000,130.490400,0.046040
HEIGHT_TO_AGE,FEMALE,105,1.000000,130.989100,0.046070
HEIGHT_TO_AGE,FEMALE,106,1.000000,131.489500,0.046080
HEIGHT_TO_AGE,FEMALE,107,1.000000,131.991200,0.046100
HEIGHT_TO_AGE,FEMALE,108,1.000000,132.494400,0.046120
HEIGHT_TO_AGE,FEMALE,109,1.000000,132.998900,0.046130
HEIGHT_TO_AGE,FEMALE,110,1.000000,133.504600,0.046140
HEIGHT_TO_AGE,FEMALE,111,1.000000,134.011800,0.046150
HEIGHT_TO_AGE,FEMALE,112,1.000000,134.520200,0.046160
HEIGHT_TO_AGE,FEMALE,113,1.000000,135.029900,0.046160
HEIGHT_TO_AGE,FEMALE,114,1.000000,135.541000,0.046170
HEIGHT_TO_AGE,FEMALE,115,1.000000,136.053300,0.046170
HEIGHT_TO_AGE,FEMALE,116,1.000000,136.567000,0.046160
HEIGHT_TO_AGE,FEMALE,117,1.000000,137.082100,0.046160
HEIGHT_TO_AGE,FEMALE,118,1.000000,137.598700,0.046160
HEIGHT_TO_AGE,FEMALE,119,1.000000,138.116700,0.046150
HEIGHT_TO_AGE,FEMALE,120,1.000000,138.636300,0.046140
HEIGHT_TO_AGE,FEMALE,121,1.000000,139.157500,0.046120
HEIGHT_TO_AGE,FEMALE,122,1.000000,139.680300,0.046110
HEIGHT_TO_AGE,FEMALE,123,1.000000,140.204900,0.046090
HEIGHT_TO_AGE,FEMALE,124,1.000000,140.731300,0.046070
HEIGHT_TO_AGE,FEMALE,125,1.000000,141.259400,0.046050
HEIGHT_TO_AGE,FEMALE,126,1.000000,141.789200,0.046030
HEIGHT_TO_AGE,FEMALE,127,1.000000,142.320600,0.046000
HEIGHT_TO_AGE,FEMALE,128,1.000000,142.853400,0.045970
HEIGHT_TO_AGE,FEMALE,129,1.000000,143.387400,0.045940
HEIGHT_TO_AGE,FEMALE,130,1.000000,143.922200,0.045910
HEIGHT_TO_AGE,FEMALE,131,1.000000,144.457500,0.045880
HEIGHT_TO_AGE,FEMALE,132,1.000000,144.992900,0.045840
HEIGHT_TO_AGE,FEMALE,133,1.000000,145.528000,0.045800
HEIGHT_TO_AGE,FEMALE,134,1.000000,146.062200,0.045760
HEIGHT_TO_AGE,FEMALE,135,1.000000,146.595100,0.045710
HEIGHT_TO_AGE,FEMALE,136,1.000000,147.126200,0.045670
HEIGHT_TO_AGE,FEMALE,137,1.000000,147.654800,0.045620
HEIGHT_TO_AGE,FEMALE,138,1.000000,148.180400,0.045570
HEIGHT_TO_AGE,FEMALE,139,1.000000,148.702300,0.045520
HEIGHT_TO_AGE,FEMALE,140,1.000000,149.219700,0.045460
HEIGHT_TO_AGE,FEMALE,141,1.000000,149.732200,0.045410
HEIGHT_TO_AGE,FEMALE,142,1.000000,150.239000,0.045350
HEIGHT_TO_AGE,FEMALE,143,1.000000,150.739400,0.045290
HEIGHT_TO_AGE,FEMALE,144,1.000000,151.232700,0.045230
HEIGHT_TO_AGE,FEMALE,145,1.000000,151.718200,0.045160
HEIGHT_TO_AGE,FEMALE,146,1.000000,152.195100,0.045100
HEIGHT_TO_AGE,FEMALE,147,1.000000,152.662800,0.045030
HEIGHT_TO_AGE,FEMALE,148,1.000000,153.120600,0.044970
HEIGHT_TO_AGE,FEMALE,149,1.000000,153.567800,0.044900
HEIGHT_TO_AGE,FEMALE,150,1.000000,154.004100,0.044830
HEIGHT_TO_AGE,FEMALE,151,1.000000,154.429000,0.044760
HEIGHT_TO_AGE,FEMALE,152,1.000000,154.842300,0.044680
HEIGHT_TO_AGE,FEMALE,153,1.000000,155.243700,0.044610
HEIGHT_TO_AGE,FEMALE,154,1.000000,155.633000,0.044540
HEIGHT_TO_AGE,FEMALE,155,1.000000,156.010100,0.044460
HEIGHT_TO_AGE,FEMALE,156,1.000000,156.374800,0.044390
HEIGHT_TO_AGE,FEMALE,157,1.000000,156.726900,0.044310
HEIGHT_TO_AGE,FEMALE,158,1.000000,157.066600,0.044230
HEIGHT_TO_AGE,FEMALE,159,1.000000,157.393600,0.044150
HEIGHT_TO_AGE,FEMALE,160,1.000000,157.708200,0.044080
HEIGHT_TO_AGE,FEMALE,161,1.000000,158.010200,0.044000
HEIGHT_TO_AGE,FEMALE,162,1.000000,158.299700,0.043920
HEIGHT_TO_AGE,FEMALE,163,1.000000,158.577100,0.043840
HEIGHT_TO_AGE,FEMALE,164,1.000000,158.842500,0.043760
HEIGHT_TO_AGE,FEMALE,165,1.000000,159.096100,0.043690
HEIGHT_TO_AGE,FEMALE,166,1.000000,159.338200,0.043610
HEIGHT_TO_AGE,FEMALE,167,1.000000,159.569100,0.043530
HEIGHT_TO_AGE,FEMALE,168,1.000000,159.789000,0.043450
HEIGHT_TO_AGE,FEMALE,169,1.000000,159.998300,0.043370
HEIGHT_TO_AGE,FEMALE,170,1.000000,160.197100,0.043300
HEIGHT_TO_AGE,FEMALE,171,1.000000,160.385700,0.043220
HEIGHT_TO_AGE,FEMALE,172,1.000000,160.564300,0.043140
HEIGHT_TO_AGE,FEMALE,173,1.000000,160.733200,0.043070
HEIGHT_TO_AGE,FEMALE,174,1.000000,160.892700,0.042990
HEIGHT_TO_AGE,FEMALE,175,1.000000,161.043000,0.042920
HEIGHT_TO_AGE,FEMALE,176,1.000000,161.184500,0.042840
HEIGHT_TO_AGE,FEMALE,177,1.000000,161.317600,0.042770
HEIGHT_TO_AGE,FEMALE,178,1.000000,161.442500,0.042700
HEIGHT_TO_AGE,FEMALE,179,1.000000,161.559600,0.042630
HEIGHT_TO_AGE,FEMALE,180,1.000000,161.669200,0.042550
HEIGHT_TO_AGE,FEMALE,181,1.000000,161.771700,0.042480
HEIGHT_TO_AGE,FEMALE,182,1.000000,161.867300,0.042410
HEIGHT_TO_AGE,FEMALE,183,1.000000,161.956400,0.042350
HEIGHT_TO_AGE,FEMALE,184,1.000000,162.039300,0.042280
HEIGHT_TO_AGE,FEMALE,185,1.000000,162.116400,0.042210
HEIGHT_TO_AGE,FEMALE,186,1.000000,162.188000,0.042140
HEIGHT_TO_AGE,FEMALE,187,1.000000,162.254200,0.042080
HEIGHT_TO_AGE,FEMALE,188,1.000000,162.315400,0.042010
HEIGHT_TO_AGE,FEMALE,189,1.000000,162.371900,0.041950
HEIGHT_TO_AGE,FEMALE,190,1.000000,162.423900,0.041890
HEIGHT_TO_AGE,FEMALE,191,1.000000,162.471700,0.041820
HEIGHT_TO_AGE,FEMALE,192,1.000000,162.515600,0.041760
HEIGHT_TO_AGE,FEMALE,193,1.000000,162.556000,0.041700
HEIGHT_TO_AGE,FEMALE,194,1.000000,162.593300,0.041640
HEIGHT_TO_AGE,FEMALE,195,1.000000,162.627600,0.041580
HEIGHT_TO_AGE,FEMALE,196,1.000000,162.659400,0.041520
HEIGHT_TO_AGE,FEMALE,197,1.000000,162.689000,0.041470
HEIGHT_TO_AGE,FEMALE,198,1.000000,162.716500,0.041410
HEIGHT_TO_AGE,FEMALE,199,1.000000,162.742500,0.041360
HEIGHT_TO_AGE,FEMALE,200,1.000000,162.767000,0.041300
HEIGHT_TO_AGE,FEMALE,201,1.000000,162.790400,0.041250
HEIGHT_TO_AGE,FEMALE,202,1.000000,162.812600,0.041190
HEIGHT_TO_AGE,FEMALE,203,1.000000,162.834000,0.041140
HEIGHT_TO_AGE,FEMALE,204,1.000000,162.854500,0.041090
HEIGHT_TO_AGE,FEMALE,205,1.000000,162.874300,0.041040
HEIGHT_TO_AGE,FEMALE,206,1.000000,162.893500,0.040990
HEIGHT_TO_AGE,FEMALE,207,1.000000,162.912000,0.040940
HEIGHT_TO_AGE,FEMALE,208,1.000000,162.930000,0.040890
HEIGHT_TO_AGE,FEMALE,209,1.000000,162.947600,0.040840
HEIGHT_TO_AGE,FEMALE,210,1.000000,162.964900,0.040800
HEIGHT_TO_AGE,FEMALE,211,1.000000,162.981700,0.040750
HEIGHT_TO_AGE,FEMALE,212,1.000000,162.998300,0.040710
HEIGHT_TO_AGE,FEMALE,213,1.000000,163.014400,0.040660
HEIGHT_TO_AGE,FEMALE,214,1.000000,163.030000,0.040620
HEIGHT_TO_AGE,FEMALE,215,1.000000,163.045100,0.040580
HEIGHT_TO_AGE,FEMALE,216,1.000000,163.059500,0.040530
HEIGHT_TO_AGE,FEMALE,217,1.000000,163.073300,0.040490
HEIGHT_TO_AGE,FEMALE,218,1.000000,163.086200,0.040450
HEIGHT_TO_AGE,FEMALE,219,1.000000,163.098200,0.040410
HEIGHT_TO_AGE,FEMALE,220,1.000000,163.109200,0.040370
HEIGHT_TO_AGE,FEMALE,221,1.000000,163.119200,0.040340
HEIGHT_TO_AGE,FEMALE,222,1.000000,163.127900,0.040300
HEIGHT_TO_AGE,FEMALE,223,1.000000,163.135500,0.040260
HEIGHT_TO_AGE,FEMALE,224,1.000000,163.141800,0.040230
HEIGHT_TO_AGE,FEMALE,225,1.000000,163.146900,0.040190
HEIGHT_TO_AGE,FEMALE,226,1.000000,163.150800,0.040160
HEIGHT_TO_AGE,FEMALE,227,1.000000,163.153400,0.040120
HEIGHT_TO_AGE,FEMALE,228,1.000000,163.154800,0.040090
HEIGHT_TO_AGE,MALE,0,1.000000,49.884200,0.037950
HEIGHT_TO_AGE,MALE,1,1.000000,54.664500,0.035590
HEIGHT_TO_AGE,MALE,2,1.000000,58.438400,0.034230
HEIGHT_TO_AGE,MALE,3,1.000000,61.401300,0.033290
HEIGHT_TO_AGE,MALE,4,1.000000,63.904100,0.032570
HEIGHT_TO_AGE,MALE,5,1.000000,65.891200,0.032040
HEIGHT_TO_AGE,MALE,6,1.000000,67.643500,0.031650
HEIGHT_TO_AGE,MALE,7,1.000000,69.161500,0.031390
HEIGHT_TO_AGE,MALE,8,1.000000,70.622400,0.031240
HEIGHT_TO_AGE,MALE,9,1.000000,71.971400,0.031170
HEIGHT_TO_AGE,MALE,10,1.000000,73.265300,0.031180
HEIGHT_TO_AGE,MALE,11,1.000000,74.546400,0.031250
HEIGHT_TO_AGE,MALE,12,1.000000,75.739100,0.031370
HEIGHT_TO_AGE,MALE,13,1.000000,76.930400,0.031540
HEIGHT_TO_AGE,MALE,14,1.000000,78.045100,0.031740
HEIGHT_TO_AGE,MALE,15,1.000000,79.161300,0.031970
HEIGHT_TO_AGE,MALE,16,1.000000,80.211300,0.032220
HEIGHT_TO_AGE,MALE,17,1.000000,81.234000,0.032490
HEIGHT_TO_AGE,MALE,18,1.000000,82.262800,0.032790
HEIGHT_TO_AGE,MALE,19,1.000000,83.231800,0.033100
HEIGHT_TO_AGE,MALE,20,1.000000,84.207400,0.033420
HEIGHT_TO_AGE,MALE,21,1.000000,85.129100,0.033750
HEIGHT_TO_AGE,MALE,22,1.000000,86.058900,0.034100
HEIGHT_TO_AGE,MALE,23,1.000000,86.939200,0.034450
HEIGHT_TO_AGE,MALE,24,1.000000,87.130300,0.035080
HEIGHT_TO_AGE,MALE,25,1.000000,87.973700,0.035420
HEIGHT_TO_AGE,MALE,26,1.000000,88.796400,0.035760
HEIGHT_TO_AGE,MALE,27,1.000000,89.624700,0.036100
HEIGHT_TO_AGE,MALE,28,1.000000,90.405600,0.036420
HEIGHT_TO_AGE,MALE,29,1.000000,91.190600,0.036740
HEIGHT_TO_AGE,MALE,30,1.000000,91.929700,0.037040
HEIGHT_TO_AGE,MALE,31,1.000000,92.673500,0.037330
HEIGHT_TO_AGE,MALE,32,1.000000,93.375300,0.037610
HEIGHT_TO_AGE,MALE,33,1.000000,94.061200,0.037870
HEIGHT_TO_AGE,MALE,34,1.000000,94.755900,0.038120
HEIGHT_TO_AGE,MALE,35,1.000000,95.416800,0.038360
HEIGHT_TO_AGE,MALE,36,1.000000,96.088900,0.038580
HEIGHT_TO_AGE,MALE,37,1.000000,96.729800,0.038790
HEIGHT_TO_AGE,MALE,38,1.000000,97.382700,0.039000
HEIGHT_TO_AGE,MALE,39,1.000000,98.006000,0.039190
HEIGHT_TO_AGE,MALE,40,1.000000,98.641200,0.039370
HEIGHT_TO_AGE,MALE,41,1.000000,99.247100,0.039540
HEIGHT_TO_AGE,MALE,42,1.000000,99.844100,0.039700
HEIGHT_TO_AGE,MALE,43,1.000000,100.452200,0.039860
HEIGHT_TO_AGE,MALE,44,1.000000,101.032600,0.040020
HEIGHT_TO_AGE,MALE,45,1.000000,101.624600,0.040170
HEIGHT_TO_AGE,MALE,46,1.000000,102.191000,0.040310
HEIGHT_TO_AGE,MALE,47,1.000000,102.770600,0.040450
HEIGHT_TO_AGE,MALE,48,1.000000,103.327300,0.040590
HEIGHT_TO_AGE,MALE,49,1.000000,103.880600,0.040730
HEIGHT_TO_AGE,MALE,50,1.000000,104.449600,0.040860
HEIGHT_TO_AGE,MALE,51,1.000000,104.998400,0.041000
HEIGHT_TO_AGE,MALE,52,1.000000,105.564100,0.041130
HEIGHT_TO_AGE,MALE,53,1.000000,106.110400,0.041260
HEIGHT_TO_AGE,MALE,54,1.000000,106.673600,0.041390
HEIGHT_TO_AGE,MALE,55,1.000000,107.217600,0.041520
HEIGHT_TO_AGE,MALE,56,1.000000,107.778800,0.041650
HEIGHT_TO_AGE,MALE,57,1.000000,108.320900,0.041770
HEIGHT_TO_AGE,MALE,58,1.000000,108.862100,0.041900
HEIGHT_TO_AGE,MALE,59,1.000000,109.420300,0.042020
HEIGHT_TO_AGE,MALE,60,1.000000,109.959300,0.042140
HEIGHT_TO_AGE,MALE,61,1.000000,110.264700,0.041640
HEIGHT_TO_AGE,MALE,62,1.000000,110.800600,0.041720
HEIGHT_TO_AGE,MALE,63,1.000000,111.333800,0.041800
HEIGHT_TO_AGE,MALE,64,1.000000,111.863600,0.041870
HEIGHT_TO_AGE,MALE,65,1.000000,112.389500,0.041950
HEIGHT_TO_AGE,MALE,66,1.000000,112.911000,0.042030
HEIGHT_TO_AGE,MALE,67,1.000000,113.428000,0.042110
HEIGHT_TO_AGE,MALE,68,1.000000,113.941000,0.042180
HEIGHT_TO_AGE,MALE,69,1.000000,114.450000,0.042260
HEIGHT_TO_AGE,MALE,70,1.000000,114.954700,0.042340
HEIGHT_TO_AGE,MALE,71,1.000000,115.454900,0.042410
HEIGHT_TO_AGE,MALE,72,1.000000,115.950900,0.042490
HEIGHT_TO_AGE,MALE,73,1.000000,116.443200,0.042570
HEIGHT_TO_AGE,MALE,74,1.000000,116.932500,0.042640
HEIGHT_TO_AGE,MALE,75,1.000000,117.419600,0.042720
HEIGHT_TO_AGE,MALE,76,1.000000,117.904600,0.042800
HEIGHT_TO_AGE,MALE,77,1.000000,118.388000,0.042870
HEIGHT_TO_AGE,MALE,78,1.000000,118.870000,0.042950
HEIGHT_TO_AGE,MALE,79,1.000000,119.350800,0.043030
HEIGHT_TO_AGE,MALE,80,1.000000,119.830300,0.043110
HEIGHT_TO_AGE,MALE,81,1.000000,120.308500,0.043180
HEIGHT_TO_AGE,MALE,82,1.000000,120.785300,0.043260
HEIGHT_TO_AGE,MALE,83,1.000000,121.260400,0.043340
HEIGHT_TO_AGE,MALE,84,1.000000,121.733800,0.043420
HEIGHT_TO_AGE,MALE,85,1.000000,122.205300,0.043500
HEIGHT_TO_AGE,MALE,86,1.000000,122.675000,0.043580
HEIGHT_TO_AGE,MALE,87,1.000000,123.142900,0.043660
HEIGHT_TO_AGE,MALE,88,1.000000,123.609200,0.043740
HEIGHT_TO_AGE,MALE,89,1.000000,124.073600,0.043820
HEIGHT_TO_AGE,MALE,90,1.000000,124.536100,0.043900
HEIGHT_TO_AGE,MALE,91,1.000000,124.996400,0.043980
HEIGHT_TO_AGE,MALE,92,1.000000,125.454500,0.044060
HEIGHT_TO_AGE,MALE,93,1.000000,125.910400,0.044140
HEIGHT_TO_AGE,MALE,94,1.000000,126.364000,0.044220
HEIGHT_TO_AGE,MALE,95,1.000000,126.815600,0.044300
HEIGHT_TO_AGE,MALE,96,1.000000,127.265100,0.044380
HEIGHT_TO_AGE,MALE,97,1.000000,127.712900,0.044460
HEIGHT_TO_AGE,MALE,98,1.000000,128.159000,0.044540
HEIGHT_TO_AGE,MALE,99,1.000000,128.603400,0.044620
HEIGHT_TO_AGE,MALE,100,1.000000,129.046600,0.044700
HEIGHT_TO_AGE,MALE,101,1.000000,129.488700,0.044780
HEIGHT_TO_AGE,MALE,102,1.000000,129.930000,0.044870
HEIGHT_TO_AGE,MALE,103,1.000000,130.370500,0.044950
HEIGHT_TO_AGE,MALE,104,1.000000,130.810300,0.045030
HEIGHT_TO_AGE,MALE,105,1.000000,131.249500,0.045110
HEIGHT_TO_AGE,MALE,106,1.000000,131.688400,0.045190
HEIGHT_TO_AGE,MALE,107,1.000000,132.126900,0.045270
HEIGHT_TO_AGE,MALE,108,1.000000,132.565200,0.045350
HEIGHT_TO_AGE,MALE,109,1.000000,133.003100,0.045430
HEIGHT_TO_AGE,MALE,110,1.000000,133.440400,0.045510
HEIGHT_TO_AGE,MALE,111,1.000000,133.877000,0.045590
HEIGHT_TO_AGE,MALE,112,1.000000,134.313000,0.045660
HEIGHT_TO_AGE,MALE,113,1.000000,134.748300,0.045740
HEIGHT_TO_AGE,MALE,114,1.000000,135.182900,0.045820
HEIGHT_TO_AGE,MALE,115,1.000000,135.616800,0.045890
HEIGHT_TO_AGE,MALE,116,1.000000,136.050100,0.045970
HEIGHT_TO_AGE,MALE,117,1.000000,136.482900,0.046040
HEIGHT_TO_AGE,MALE,118,1.000000,136.915300,0.046120
HEIGHT_TO_AGE,MALE,119,1.000000,137.347400,0.046190
HEIGHT_TO_AGE,MALE,120,1.000000,137.779500,0.046260
HEIGHT_TO_AGE,MALE,121,1.000000,138.211900,0.046330
HEIGHT_TO_AGE,MALE,122,1.000000,138.645200,0.046400
HEIGHT_TO_AGE,MALE,123,1.000000,139.079700,0.046470
HEIGHT_TO_AGE,MALE,124,1.000000,139.515800,0.046540
HEIGHT_TO_AGE,MALE,125,1.000000,139.954000,0.046610
HEIGHT_TO_AGE,MALE,126,1.000000,140.394800,0.046670
HEIGHT_TO_AGE,MALE,127,1.000000,140.838700,0.046740
HEIGHT_TO_AGE,MALE,128,1.000000,141.285900,0.046800
HEIGHT_TO_AGE,MALE,129,1.000000,141.736800,0.046860
HEIGHT_TO_AGE,MALE,130,1.000000,142.191600,0.046920
HEIGHT_TO_AGE,MALE,131,1.000000,142.650100,0.046980
HEIGHT_TO_AGE,MALE,132,1.000000,143.112600,0.047030
HEIGHT_TO_AGE,MALE,133,1.000000,143.579500,0.047090
HEIGHT_TO_AGE,MALE,134,1.000000,144.051100,0.047140
HEIGHT_TO_AGE,MALE,135,1.000000,144.527600,0.047190
HEIGHT_TO_AGE,MALE,136,1.000000,145.009300,0.047230
HEIGHT_TO_AGE,MALE,137,1.000000,145.496400,0.047280
HEIGHT_TO_AGE,MALE,138,1.000000,145.989100,0.047320
HEIGHT_TO_AGE,MALE,139,1.000000,146.487800,0.047360
HEIGHT_TO_AGE,MALE,140,1.000000,146.992700,0.047400
HEIGHT_TO_AGE,MALE,141,1.000000,147.504100,0.047440
HEIGHT_TO_AGE,MALE,142,1.000000,148.022400,0.047470
HEIGHT_TO_AGE,MALE,143,1.000000,148.547800,0.047500
HEIGHT_TO_AGE,MALE,144,1.000000,149.080700,0.047530
HEIGHT_TO_AGE,MALE,145,1.000000,149.621200,0.047550
HEIGHT_TO_AGE,MALE,146,1.000000,150.169400,0.047580
HEIGHT_TO_AGE,MALE,147,1.000000,150.725600,0.047590
HEIGHT_TO_AGE,MALE,148,1.000000,151.289900,0.047610
HEIGHT_TO_AGE,MALE,149,1.000000,151.862300,0.047620
HEIGHT_TO_AGE,MALE,150,1.000000,152.442500,0.047630
HEIGHT_TO_AGE,MALE,151,1.000000,153.029800,0.047630
HEIGHT_TO_AGE,MALE,152,1.000000,153.623400,0.047640
HEIGHT_TO_AGE,MALE,153,1.000000,154.222300,0.047630
HEIGHT_TO_AGE,MALE,154,1.000000,154.825800,0.047630
HEIGHT_TO_AGE,MALE,155,1.000000,155.432900,0.047620
HEIGHT_TO_AGE,MALE,156,1.000000,156.042600,0.047600
